Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,id,prof_guar,date2,year,month,day,p_cattle_H450,p_cattle_H700,p_cattle_S500,p_cattle_H750,beef_spr_tot,beef_spr_wr,beef_whol,ret_fb,ret_food_ss,gas_st
5/1/2006,22.2097419,22.28026977,21.99816076,22.03662872,4054700,0,0,10024,0,2006-05-01,2006,05,01,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/2/2006,22.05586442,22.13921331,21.94045564,22.06227493,3975400,0,0,10025,0,2006-05-02,2006,05,02,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/3/2006,22.10715849,22.36362303,22.00457317,22.35079956,4472600,0,0,10026,0,2006-05-03,2006,05,03,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/4/2006,22.34438515,22.49185384,22.31232769,22.34438515,4646200,0,0,10027,0,2006-05-04,2006,05,04,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/5/2006,22.36362557,22.6008537,22.34438914,22.57520676,6408400,0,0,10028,0,2006-05-05,2006,05,05,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/8/2006,22.57520589,22.6906147,22.56879538,22.6906147,4038800,0,0,10029,0,2006-05-08,2006,05,08,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/9/2006,22.88936977,23.036836,22.80601844,22.9727211,5933100,0,0,10030,0,2006-05-09,2006,05,09,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/10/2006,22.92783618,23.07530485,22.88295526,23.05606842,4813600,0,0,10031,0,2006-05-10,2006,05,10,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/11/2006,23.04965952,23.05607003,22.58161388,22.66496277,4927600,0,0,10032,0,2006-05-11,2006,05,11,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/12/2006,22.67778915,22.77396396,22.35720971,22.36362267,5397100,0,0,10033,0,2006-05-12,2006,05,12,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/15/2006,22.36362319,22.44056158,22.19050999,22.42132759,4066000,0,0,10034,0,2006-05-15,2006,05,15,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/16/2006,22.47261551,22.51749643,22.22897448,22.24821091,3320100,0,0,10035,0,2006-05-16,2006,05,16,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/17/2006,22.13920893,22.28667514,22.07509404,22.15844536,6572400,0,0,10036,0,2006-05-17,2006,05,17,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/18/2006,22.33156456,22.42132641,22.06227656,22.08151054,5374800,0,0,10037,0,2006-05-18,2006,05,18,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/19/2006,22.21615398,22.2610349,21.78016579,21.89557457,6252800,0,0,10038,0,2006-05-19,2006,05,19,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/22/2006,21.85069011,21.88915807,21.48522739,21.81863022,7387900,0,0,10039,0,2006-05-22,2006,05,22,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/23/2006,21.81863779,21.88275515,21.49805832,21.49805832,5207900,0,0,10040,0,2006-05-23,2006,05,23,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/24/2006,21.56216294,21.59422038,21.02358966,21.12617493,9722100,0,0,10041,0,2006-05-24,2006,05,24,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/25/2006,21.24800326,21.33776511,21.08130304,21.32494164,7128000,0,0,10042,0,2006-05-25,2006,05,25,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/26/2006,21.38263963,21.38263963,21.08129674,21.10694122,6168500,0,0,10043,0,2006-05-26,2006,05,26,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/30/2006,21.03000541,21.20953152,20.91459665,20.97871399,4502700,0,0,10044,0,2006-05-30,2006,05,30,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
5/31/2006,21.01719082,21.33777031,20.97872284,21.26724243,6087800,0,0,10045,0,2006-05-31,2006,05,31,122.92,95.21,128.08,102.89,221.9307234651065,165.78836071820766,229.3356416063255,43654,356704,36159
6/1/2006,21.13900285,21.63269533,21.13258989,21.59422493,6745800,0,0,10046,0,2006-06-01,2006,06,01,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/2/2006,21.51088025,21.6583465,21.31853307,21.48523331,4423400,0,0,10047,0,2006-06-02,2006,06,02,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/5/2006,21.48523063,21.51729053,21.20953459,21.25441551,4387300,0,0,10048,0,2006-06-05,2006,06,05,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/6/2006,21.31852804,21.51087517,21.03641907,21.35699844,5780300,0,0,10049,0,2006-06-06,2006,06,06,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/7/2006,21.47881781,21.65193096,21.35058557,21.36340904,5070600,0,0,10050,0,2006-06-07,2006,06,07,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/8/2006,21.52370287,21.63270115,21.14541904,21.60064125,8470300,0,0,10051,0,2006-06-08,2006,06,08,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/9/2006,21.57499535,21.72246158,21.40188217,21.40188217,4131600,0,0,10052,0,2006-06-09,2006,06,09,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/12/2006,21.47882171,21.55576009,21.04924645,21.11336136,5335000,0,0,10053,0,2006-06-12,2006,06,12,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/13/2006,21.45958433,21.45958433,20.34396702,20.47861099,7657900,0,0,10054,0,2006-06-13,2006,06,13,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/14/2006,20.51708299,21.1325949,20.49784779,21.06206703,7856300,0,0,10055,0,2006-06-14,2006,06,14,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/15/2006,21.10053567,21.49805343,20.9274225,21.38264465,6635500,0,0,10056,0,2006-06-15,2006,06,15,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/16/2006,21.35700128,21.38264577,21.11977075,21.24800301,6044900,0,0,10057,0,2006-06-16,2006,06,16,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/19/2006,21.2287697,21.31853155,21.00436264,21.06206703,4129400,0,0,10058,0,2006-06-19,2006,06,19,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/20/2006,21.15824009,21.22876795,20.96589295,21.13259315,5100900,0,0,10059,0,2006-06-20,2006,06,20,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/21/2006,21.06206222,21.50446329,21.06206222,21.41470146,6911000,0,0,10060,0,2006-06-21,2006,06,21,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/22/2006,21.28647275,21.414705,20.82483763,20.86971855,5239700,0,0,10061,0,2006-06-22,2006,06,22,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/23/2006,20.8697141,21.1646465,20.83765666,20.90177155,3769400,0,0,10062,0,2006-06-23,2006,06,23,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/26/2006,20.90177808,21.03001034,20.79278224,20.94024849,3812300,0,0,10063,0,2006-06-26,2006,06,26,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/27/2006,20.83766755,21.023604250000002,20.83125704,20.84407806,4593800,0,0,10064,0,2006-06-27,2006,06,27,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/28/2006,20.83765733,20.89536171,20.45937361,20.49784279,8569800,0,0,10065,0,2006-06-28,2006,06,28,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/29/2006,20.77353864,21.60063134,20.77353864,21.51728249,9137200,0,0,10066,0,2006-06-29,2006,06,29,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
6/30/2006,21.67758538,22.1840991,21.52370615,21.54294014,7905700,0,0,10067,0,2006-06-30,2006,06,30,123.08,105.58,130.69,110.24,211.25668204076388,154.33735804039046,237.79988426289543,43782,357879,36228
7/3/2006,21.60704966,21.79939679,21.52369834,21.78016281,1764400,0,0,10068,0,2006-07-03,2006,07,03,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/5/2006,21.44675971,21.72245816,21.35058492,21.64551735,4384600,0,0,10069,0,2006-07-05,2006,07,05,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/6/2006,21.61987768,21.69681606,21.43394102,21.60064125,3668100,0,0,10070,0,2006-07-06,2006,07,06,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/7/2006,21.49164138,21.61346066,21.21594292,21.27364731,4125300,0,0,10071,0,2006-07-07,2006,07,07,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/10/2006,21.47881617,21.72886767,21.40828832,21.59422493,3825300,0,0,10072,0,2006-07-10,2006,07,10,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/11/2006,21.6647611,22.01098752,21.35059215,21.97892761,5715000,0,0,10073,0,2006-07-11,2006,07,11,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/12/2006,22.04304214,22.08792306,21.58140698,21.67758179,5317000,0,0,10074,0,2006-07-12,2006,07,12,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/13/2006,21.51088353,21.59423488,21.20954047,21.26724243,4478800,0,0,10075,0,2006-07-13,2006,07,13,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/14/2006,21.13259551,21.24159378,20.99795273,21.18388939,5022400,0,0,10076,0,2006-07-14,2006,07,14,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/17/2006,21.79938956,22.41490115,21.66474686,22.26102448,12845000,0,0,10077,0,2006-07-17,2006,07,17,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/18/2006,22.44056015,22.54314547,22.16486164,22.31874084,8332100,0,0,10078,0,2006-07-18,2006,07,18,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/19/2006,22.3187444,22.568796,22.24821652,22.49826813,6201000,0,0,10079,0,2006-07-19,2006,07,19,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/20/2006,22.38286025,22.44056466,22.13280864,22.22898102,4997000,0,0,10080,0,2006-07-20,2006,07,20,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/21/2006,22.26103438,22.28026836,22.08792121,22.24821091,5696300,0,0,10081,0,2006-07-21,2006,07,21,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/24/2006,22.24179215,22.41490527,22.16485379,22.33796692,4144800,0,0,10082,0,2006-07-24,2006,07,24,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/25/2006,22.44055558,22.65854964,22.216151,22.28667641,8185500,0,0,10083,0,2006-07-25,2006,07,25,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/26/2006,22.11356808,22.29309176,22.04945073,22.08792114,6801400,0,0,10084,0,2006-07-26,2006,07,26,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/27/2006,22.24821444,22.40850417,22.08792471,22.26744843,5281300,0,0,10085,0,2006-07-27,2006,07,27,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/28/2006,22.31231706,22.69701366,22.19690832,22.62648582,5034200,0,0,10086,0,2006-07-28,2006,07,28,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
7/31/2006,22.67779123,22.76114258,22.52391445,22.6906147,4098700,0,0,10087,0,2006-07-31,2006,07,31,119.07,108.15,130.22,113.9,210.71078244748975,159.3831631351828,228.4103912853099,43827,359006,36963
8/1/2006,22.56878635,22.58802033,22.34437934,22.49184799,3914700,0,0,10088,0,2006-08-01,2006,08,01,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/2/2006,22.76113374,22.88936597,22.42773092,22.81883812,5352000,0,0,10089,0,2006-08-02,2006,08,02,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/3/2006,22.66496657,23.08172084,22.53673674,22.97913551,5452000,0,0,10090,0,2006-08-03,2006,08,03,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/4/2006,23.06889239,23.12018626,22.58802331,22.70343208,5142900,0,0,10091,0,2006-08-04,2006,08,04,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/7/2006,22.60084704,22.79960714,22.5752001,22.78037071,2857600,0,0,10092,0,2006-08-07,2006,08,07,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/8/2006,22.78037038,22.87654517,22.40849956,22.54314232,8325100,0,0,10093,0,2006-08-08,2006,08,08,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/9/2006,22.76114275,22.77396622,21.96610458,22.03022194,8927200,0,0,10094,0,2006-08-09,2006,08,09,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/10/2006,21.94686511,22.49185155,21.9404546,22.35720634,4501900,0,0,10095,0,2006-08-10,2006,08,10,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/11/2006,22.35721102,22.41491542,22.1199829,22.24180222,2507100,0,0,10096,0,2006-08-11,2006,08,11,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/14/2006,22.47260551,22.50466295,22.22255408,22.26102448,3550700,0,0,10097,0,2006-08-14,2006,08,14,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/15/2006,22.55596639,22.80601793,22.39567669,22.76113701,4611900,0,0,10098,0,2006-08-15,2006,08,15,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/16/2006,22.81883992,23.07530439,22.71625462,23.06248093,4412800,0,0,10099,0,2006-08-16,2006,08,16,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/17/2006,23.08171083,23.24200049,23.03041697,23.23558998,4143700,0,0,10100,0,2006-08-17,2006,08,17,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/18/2006,23.23559489,23.23559489,23.02401132,23.19712448,3286900,0,0,10101,0,2006-08-18,2006,08,18,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/21/2006,23.14583018,23.14583018,22.83807427,22.89577866,3379700,0,0,10102,0,2006-08-21,2006,08,21,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/22/2006,22.89577657,23.08812369,22.71625291,22.82524872,3346300,0,0,10103,0,2006-08-22,2006,08,22,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/23/2006,22.79960414,22.9150129,22.60725458,22.81883812,3893500,0,0,10104,0,2006-08-23,2006,08,23,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/24/2006,22.81884317,23.00477982,22.54314467,23.00477982,4326000,0,0,10105,0,2006-08-24,2006,08,24,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/25/2006,22.83807375,22.88295467,22.54314132,22.58802223,3064800,0,0,10106,0,2006-08-25,2006,08,25,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/28/2006,22.53673702,23.0368402,22.53032406,22.95990181,3714000,0,0,10107,0,2006-08-28,2006,08,28,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/29/2006,22.9598958,23.17788987,22.90860193,23.13300896,2968300,0,0,10108,0,2006-08-29,2006,08,29,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/30/2006,23.19070989,23.20994632,22.95348185,23.17788887,2957000,0,0,10109,0,2006-08-30,2006,08,30,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
8/31/2006,23.1842993,23.20353328,22.93424779,23.01759911,2544900,0,0,10110,0,2006-08-31,2006,08,31,121.17,109.32,129.66,114.01,213.2907911257485,170.35927533905243,227.22850677771908,44160,360691,37696
9/1/2006,23.24201216,23.5946491,23.08813293,23.56900215,6925900,0,0,10111,0,2006-09-01,2006,09,01,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/5/2006,23.43435296,23.56899572,23.35100163,23.49847031,3903900,0,0,10112,0,2006-09-05,2006,09,05,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/6/2006,23.30612722,23.45359594,23.19071842,23.22277832,5244800,0,0,10113,0,2006-09-06,2006,09,06,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/7/2006,23.15865845,23.47282738,23.11377752,23.41512299,4125400,0,0,10114,0,2006-09-07,2006,09,07,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/8/2006,23.52411935,24.04986945,23.30612522,24.04345894,8451700,0,0,10115,0,2006-09-08,2006,09,08,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/11/2006,24.10757402,24.20374884,23.78699457,23.79981804,11202700,0,0,10116,0,2006-09-11,2006,09,11,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/12/2006,23.97934104,24.549972,23.94728114,24.49226761,19393300,0,0,10117,0,2006-09-12,2006,09,12,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/13/2006,24.23580668,24.42174336,24.23580668,24.26145363,12759300,0,0,10118,0,2006-09-13,2006,09,13,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/14/2006,24.13962454,24.25503329,23.74210441,23.93445396,9699600,0,0,10119,0,2006-09-14,2006,09,14,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/15/2006,24.0755168,24.25504296,23.89599308,24.1909256,13112200,0,0,10120,0,2006-09-15,2006,09,15,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/18/2006,24.19092283,24.2037463,23.91522433,23.9921627,4902800,0,0,10121,0,2006-09-18,2006,09,18,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/19/2006,24.06268955,24.17168782,23.93445975,24.09474945,5353200,0,0,10122,0,2006-09-19,2006,09,19,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/20/2006,24.22296715,24.3191419,24.12038189,24.22296715,6323500,0,0,10123,0,2006-09-20,2006,09,20,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/21/2006,24.28709876,24.63332269,24.23580487,24.58203125,8466200,0,0,10124,0,2006-09-21,2006,09,21,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/22/2006,24.54997782,24.70385461,24.40892206,24.49868393,5591100,0,0,10125,0,2006-09-22,2006,09,22,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/25/2006,24.4922602,24.97953968,24.41532185,24.90901184,15575300,0,0,10126,0,2006-09-25,2006,09,25,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/26/2006,24.75513166,25.06288746,24.71666126,25.04365349,7559900,0,0,10127,0,2006-09-26,2006,09,26,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/27/2006,25.28089138,25.6848221,25.28089138,25.53094292,14464200,0,0,10128,0,2006-09-27,2006,09,27,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/28/2006,25.49247208,25.60147034,25.1526587,25.38347626,7592700,0,0,10129,0,2006-09-28,2006,09,28,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
9/29/2006,25.35783468,25.5694183,25.07572564,25.08213615,11915800,0,0,10130,0,2006-09-29,2006,09,29,121.71,111.53,130.21,117.58,196.56928590444215,167.71877337133472,224.89762797330263,43846,358961,34935
10/2/2006,25.08212851,25.49888266,24.9731327,25.33218002,14210800,0,0,10131,0,2006-10-02,2006,10,02,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/3/2006,25.40270125,25.67839963,25.40270125,25.44117165,38317900,0,0,10132,0,2006-10-03,2006,10,03,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/4/2006,25.53735694,25.70405716,25.45400561,25.64635277,53013400,0,0,10133,0,2006-10-04,2006,10,04,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/5/2006,25.62070895,25.67841335,25.43477229,25.51812363,86981300,0,0,10134,0,2006-10-05,2006,10,05,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/6/2006,25.6207136,25.82588429,25.31295756,25.71688843,21206500,0,0,10135,0,2006-10-06,2006,10,06,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/9/2006,25.74252858,26.09516545,25.64635377,26.01181412,14783200,0,0,10136,0,2006-10-09,2006,10,09,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/10/2006,25.96693099,26.21057202,25.93487354,26.18492508,8072100,0,0,10137,0,2006-10-10,2006,10,10,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/11/2006,26.03746597,26.467041300000002,26.03105301,26.44780731,10757300,0,0,10138,0,2006-10-11,2006,10,11,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/12/2006,26.8645545,27.22360186,26.80043716,27.07613564,19023900,0,0,10139,0,2006-10-12,2006,10,12,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/13/2006,26.86455425,27.06972486,26.83249435,26.99919701,24260200,0,0,10140,0,2006-10-13,2006,10,13,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/16/2006,26.88379781,27.10179197,26.74274204,27.00561714,12451400,0,0,10141,0,2006-10-16,2006,10,16,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/17/2006,26.82608608,26.90943741,26.58244503,26.67220688,9875900,0,0,10142,0,2006-10-17,2006,10,17,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/18/2006,26.92225861,26.98637351,26.43497656,26.58885574,15383300,0,0,10143,0,2006-10-18,2006,10,18,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/19/2006,26.56320407,26.58885101,25.64634697,26.14003944,20300800,0,0,10144,0,2006-10-19,2006,10,19,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/20/2006,26.35162523,26.58885574,26.14645461,26.58885574,12769900,0,0,10145,0,2006-10-20,2006,10,20,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/23/2006,26.52473815,27.15948642,26.51191468,27.01843071,12637000,0,0,10146,0,2006-10-23,2006,10,23,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/24/2006,26.86455603,27.22360342,26.82608562,27.08896065,11380200,0,0,10147,0,2006-10-24,2006,10,24,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/25/2006,27.08254816,27.2364249,26.72990887,26.92866898,8889400,0,0,10148,0,2006-10-25,2006,10,25,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/26/2006,26.87737527,27.02484394,26.67861761,26.99919701,6373100,0,0,10149,0,2006-10-26,2006,10,26,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/27/2006,26.81326034,26.8837882,26.55038534,26.58885574,7309000,0,0,10150,0,2006-10-27,2006,10,27,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/30/2006,26.59526378,26.90301968,26.42856359,26.87737274,8921300,0,0,10151,0,2006-10-30,2006,10,30,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
10/31/2006,27.04407538,27.08254579,26.67220214,26.87737274,10009500,0,0,10152,0,2006-10-31,2006,10,31,114,103.35,122.96,107.97,202.12810237103997,169.72629745122464,224.9563342524442,44542,358462,32912
11/1/2006,27.02484196,27.02484196,26.77478799,26.83890533,6753600,0,0,10153,0,2006-11-01,2006,11,01,108.62,95.34,117.18,100.35,208.29760978062387,173.39586222369786,222.9023417138008,44572,359266,33322
